statement,label
the war in afghanistan is officially the longest war americans have ever been asked to endure,1
says jimrenacci has consistently voted for loopholes that encourage outsourcing of our jobs,1
says in texas its legal to shoot someone whos committing a public nuisance under the cover of dark,0
a small business receiving a federal tax credit to provide health care for its employees  would be barred under the stupak amendment from allowing their employees to use  the health care that they offer them for abortion,0
individuals and small businesses will be hit by increases in health insurance premiums as high as  percent,1
says barack obamas comments indicate he believes in redistribution of wealth,1
says of the  portland households in the yearlong composting pilot  percent of participants reported being satisfied with the overall system,1
says oregon state employees received a catchup pay raise in   just two years after they agreed not to take a raise in exchange for a retirement benefit,0
here in pennsylvania the annual cost for infant childcare is over  per child which is more than most families pay in rent and almost the same cost as instate college tuition,1
all of texas is conservative except a little bit of austin,0
under this tax cut middleclass families dont save enough for a weeks worth of groceries while millionaires save enough to go on an exotic vacation,1
the poverty rate amongst women is the worst its been in  years and the extreme poverty rate is the worst its ever been,1
says the word dhimmitude is on page  of the health care law and means muslims are specifically exempted from the government mandate to purchase insurance,0
scientists have shown us that the greater possibilities the real science movement has been with adult stem cell research it has not been with embryonic,0
on the national animal identification system,1
elorza wants to teach our public school children about the nonexistence of god,0
donald trump says that nato is obsolete and that we need to get rid of nato,0
on implementing a sales tax,0
a few weeks ago the education committee in congress is deciding whats going to be in your local salad bar,0
ninety percent of the people in arkansas still love bill clinton,1
the problem of unwanted sexual contacts in the military is not just a womans issue more than half of the victims are men,1
says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a  times greater chance of being sexually abused,1
a proposed regional transportation tax will last a minimum of  years and has been approved to last longer,0
says our  month job increase was the sixth highest in the nation,1
warren buffett called jeff greenes scheme financial weapons of mass destruction,0
its not true that since hes been the president executions in iran have increased by four times,0
says i am happy to decline pers so that the county can save over  over a four year term that would have been paid on my behalf,1
says chris dudley thinks oregons minimum wage is too high,1
over half the people on disability are either anxious or their back hurts,0
the democrats in the senate and some members of congress defended what fannie and freddie were doing they resisted any change,1
today california is kicking our butt creating more jobs and more economic growth than texas,1
says gov mike pence and rep mike coffman take the same positions on a number of things coffman and pence oppose equal rights for lgbt americans,0
all of floridas fouryear state colleges now offer bachelors degrees for only ,0
one of every two wisconsin residents are on some kind of government handout,0
a new ruling by the epa would force dairy farmers to comply with the spill prevention control and countermeasure program when dealing with spilt milk  the same regulations oil and natural gas producers must follow,0
last year we had zero percent growth in gdp in virginia the only states that did worse than us were alaska and mississippi,1
in the us constitution theres a little section in there that talks about life liberty and the pursuit of happiness,0
in  the us led the world in the percentage of  year olds with college degrees today we are in th place,1
i have something in common with my husband he never carried caucuses either he lost all of the ones that ive lost,1
your tax dollars are not being used to sue you the people,0
federal state and local governments have subsidized the production of the volt to the tune of estimates between  and  per vehicle sold,1
in cobb county every meeting opened with a prayer the aclu objected sued  sam olens took on the aclu and won,1
felony crimes in the city of atlanta are the lowest they have been since ,1
both the democratic and republican candidates for president in  are quite unpopular,1
republicans are attempting to remove barack obama from georgias presidential ballot in ,1
says hillary clinton takes tens of millions of dollars from countries that hate women that disrespect women that throw gays off of buildings,0
says he came to the republican party sooner in age than ronald reagan,1
voter turnout for some groups in the  presidential general election in georgia was far greater than it should have been demographically,1
fluoride in the water that was originally done by the nazis,0
he was a member of the iraq study group and was either fired or quit from a very important commission that was trying to figure out the way forward in iraq,1
if an individual is determined to commit suicide the availability of a gun is not a factor because they will find a way,0
presidents hoover truman and eisenhower collectively ordered the deportation of at least  million illegal aliens,0
the total number of dollars that passes through the department of development is like  million and like  million of it has nothing to do with development which is breathtaking when you think about it,1
medicare only has about  percent of it paid for by either premiums or payroll taxes and the rest is deficit spending  or debt spending,1
in the  election  percentofpoor people did not vote,1
says the nike bill is not a tax break  this does not lower the taxes that nike will pay nor does it prevent the legislature from raising those taxes in the future,1
thanks to the transpacific partnership vietnam is drafting and presenting unprecedented labor reforms changing their constitution to recognize worker organizations in vietnam for the first time,1
as state treasurer alexi giannoulias lost  million in our kids college savings,1
district  includes about  of the district i have represented since  district  includes about  of the area i have represented since ,1
we now work the longest hours of any people around the world,0
when lenders foreclose on homes they typically suffer losses that exceed  percent of the value of the home,1
the policy of the bush administration was also not to add new nuclear capabilities,1
we havent built a refinery i think in  years,0
in the state legislature i supported second amendment rights,1
says the health care reform bill was paid for in part by taking money from students and the student loan system,1
the republican national convention is a super bowl times four,0
john mccain has threatened extinction for north korea and sung songs about bombing iran,1
says more republicans than democrats voted for the wall street bailouts,0
says a prank phone call caused  children to be taken from their parents without warrant,1
a bill that could restrict free speech when the president is nearby was signed by president barack obama in secret,0
californias prop  prevents  billion in new cuts to our schools,0
george allen voted for budgets that increased the national debt by  for every second he served in the us senate,1
this town wilmington ohio hasnt taken any money from the government they dont want any money from the government,0
we were not i repeat were not told that waterboarding or any of these other enhanced interrogation methods were used,0
 countries invaded by the us in  years,0
sixteen federal programs exist to fight homelessness and some of them are duplicative,1
the us constitution is the oldest written constitution still in use today among nations,1
says us senate opponent tommy thompson favors raising taxes on small businesses,0
republicans offered wisconsin bar patrons free shots of alcohol to sign recall petitions against democrats,0
says donald trumpsfoundation took money other people gave to his charity and then bought a sixfoottall painting of himself,1
the democratled senate has failed to pass a budget for  days  senate democrats have neglected one of their most basic responsibilities,1
on common core,0
says ron johnson helped companies ship jobs overseas,0
florida democrats just voted to impose sharia law on women,0
says opponent beto orourke wants to legalize drugs,1
says bill clinton opposes president barack obamas plan to raise taxes on wealthy americans,0
ninetyseven percent of americans do not receive subsidies for health care under the affordable care act,1
our economy is not growing,0
it doesnt make sense to me to send billion a day out of our country we can be energy independent and should be,1
says scott walkers plan to replace obamacare is a new entitlement program for every single american human being from the time they are born right up until they grow old and become eligible for medicare,1
says state senate candidate monk elmer voted to exceed the school district property tax spending caps,0
for at least a year now i have called for two additional brigades perhaps three,1
says hillary clinton wants to go to a singlepayer plan for health care,0
foreign aid is less than  percent of our federal budget,1
payasyougo is the principle that helped transform large deficits into surpluses in the s,1
obama has visited more countries and met with more world leaders than any president in his first six months in office,1
says texas has so few gaspump inspectors in the field the hebs of this state the brookshires of this state theyre calibrating their own gas pumps the texas department of agriculture just sends them the stickers and they calibrate them,0
we have empowered state insurance commissioners to review the rate hikes that are taking place in states and in some states like north carolina they have already used it and rolled back premium increases by  percent,1
says a rather extraordinary amount of nonclassroom employees were added by texas school districts over the last decade,1
a mortgage buyback plan is my proposal its not sen obamas proposal its not president bushs proposal,1
the permission to engage was given before the word rpg was ever used,1
senator obama has voted  times to either increase your taxes or against tax cuts,0
lorain is the poorest urban school district in the state of ohio,0
the senate health care bill does not contain limits on medical malpractice lawsuits,1
narragansett bay waters are getting warmer   degrees fahrenheit warmer in the winter since the s,1
says barack obama has the legal authority to let in really however many refugees he wants from whatever country,1
of all cities in the united states with more than  people providence is the rd safest,1
in japan executives of failing companies say im sorry and then either do one of two things resign or go commit suicide,1
says president barack obama said that american exceptionalism is no more exceptional than the exceptionalism of any other country,0
says barack obamas favorability rating in israel once clocked in at  percent,0
says donald trump proposes to deport  million people  million who are here without documents and both donald trump and mike pence want to get rid of birthright citizenship,1
says us house candidate carlos curbelo opposes the repeal of obamacare,0
says statistics indicate that one in eight children and one in  adults in oregon suffers from mental illness,1
one in five american households have nobody under the same roof thats got a job,1
george bush  used a signing statement on a fema bill to say i dont have to follow that unless i choose to ,1
obamas midterm approval ratings are similar to other presidents who went on to reelection,1
i saved the taxpayers billion on a bogus air force boeing tanker deal where people went to jail,1
says the fluoride austin is putting in its drinking water is toxic waste,0
the new light bulbs will cost roughly six times the cost of the light bulbs we now use,0
only three in  young americans under    percent under   have fulltime work,1
emory university students were provided counseling after someone wrote trump  in chalk on campus,0
through the clinton foundation the clintons are now worth in excess of  million,0
the us supreme court struck down wisconsins photo id election law,0
a telephone company will no longer have to provide landline service to customers if there is an alternative provider including wireless,1
the people of tiverton have historically supported gambling measures at a rate higher than the rest of the state,1
we know how to stop aids persuade men not to have sex with men,0
democrats in congress had control since january of  they havent passed a law making waterboarding illegal they havent gone into any of these things and changed law,0
alexander hamilton was an immigration hawk,1
and weve constantly been the lowest unemployed county in the state,0
the federal government can tell general motors what to charge for its automobiles,0
a few weeks ago obama took hamas and iran off the terror list,0
once a woman enters into the sex trade her average life expectancy is seven years,0
says congresswoman loretta sanchez has passed one bill in her  years in congress and that was to rename a post office,1
under the house republican budget if these cuts were to be spread out evenly the year after next nearly  million college students would see their financial aid cut by an average of more than  each,1
the electric reliability council of texas ercot has estimated that the obama administrations power plan will cause energy costs in texas to rise as much as  percent per year,0
john boozman supports privatizing social security,0
slot machines in miamidade and broward counties have generated  percent of the promised  million per year for schools,1
jebs policies in florida helped lead to its almost total collapse,0
we are almost halfway to our goal of  rapes prosecuted,1
one in every five families in the state of new jersey has a loved one with a mental illness a serious mental illness and today we dont care,1
says kids who start in the ninth grade in the city of newark this past september  percent of them will graduate in four years,0
says that unlike the us senate even the libyan government in the middle of a civil war passed a budget on june  ,1
the nonpartisan cbo congressional budget office has said that the no  policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the bush tax cuts in  and ,1
when rick scott was deposed in lawsuits about his company he took the fifth  times,1
vern buchanan his old business was caught illegally funneling over  in campaign donations to buchanan to influence his election,1
says mccain was a hanoi hilton songbird who collaborated with the enemy,0
were spending less money today in upcoming fiscal year  than the corzinebuono budget spent in fiscal year ,1
in new mexico democratic gubernatorial candidate diane denish spent federal stimulus funds on campaign christmas cards,1
house republicans are ramming through legislation  to classify pizza as a vegetable for the purpose of school lunches,1
wendy davis legal work is currently under fbi investigation,0
on whether hes had a relationship with vladimir putin,0
says gov chris christies poll ratings have been going up,0
the united states is the only developed country in the world that has not cut its corporate tax rate,1
i committed to public financing obama committed to public financing,1
says donald trump wants to replace obamacare with a singlepayer system,1
the us energy policy is to borrow money from china to buy oil from countries that dont like us,1
all private healthcare plans must conform to government rules to participate in a healthcare exchange,1
on debating,0
obama supports teaching schoolchildren in nd grade no less about homosexual relationships,0
atlanta mayor kasim reed became a city resident in the last annexation opening the door to his candidacy,1
in pennsylvania president barack obamas policies have increased unemployment  percent led to the loss of  manufacturing jobs and left  more people in poverty,1
virtually every person across this country has seen premiums going up and up and up due to obamacare,0
secure communities has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security,1
every us supreme court nominee since  has received a nomination hearing,0
the s were a time of prosperity we created more than million new jobs moved million people out of poverty and turned our economy around,1
the affordable care act will likely go down as the biggest tax increase in history,0
the unemployment rate is declining faster in tampa than almost anywhere else,1
new jersey loses net that is minus those who come into the state  students a year,1
all the talk about socialism during the campaign made young people more interested in it by election day,0
ive done more impeachments than anybody else in the history of the country,1
says marco rubio believes the earth is  years old and that humans hunted dinosaurs to extinction says rand paul believes the earth is  years old and god removed dinosaurs to make space for humans,0
the affordable care act basically puts a penalty or a tax on employers for every new job they create,1
in texas we created over  million new jobs while the rest of the nation lost over  million,1
women have come through the recession worse off than men the numbers bear that out we went from a  percent unemployment rate for women when he president barack obama was elected to an  percent now,1
the fact of the matter is that my colleague from new york senator clinton there are  percent of the american public that say theyre not going to vote for her,1
a  fine if youre caught with a plastic bag coming out of a store plastic bag police anyone,0
in countries where there are higher more strict gun laws there is more gun violence,0
says he never wanted to raise the debt ceiling,0
thanks to north carolinas governor and the legislature the average teachersalary can barely support a family,0
there never really was a hastert rule,1
says donald trump wants to undo marriage equality,1
it has been over  years since a lameduck president appointed a supreme court justice,0
says rick santorum opposes righttowork,1
in  matagorda brazoria and galveston counties all opted out of the social security program for their employees today their program is very very wellfunded and there is no question about whether its going to be funded in years to come,1
virginia ranked near the bottom of the nation  years ago in per capita income but is in the top  today it had a very low rate of higher education attainment but is now above the national average,1
says clinton called president assad a reformer she called assad a different kind of leader,1
as a state rep i was considered the fourthmost conservative in the legislaturestatesrickgreenrepublicana speechjsonmostlytruerand paul wants us to pay  just to get medicarehealthcaremedicaremessagemachinejackconwaykentucky attorney generalkentuckydemocrata campaign commercialjsonmostlytruesays hillary clinton opposed an individual mandate and favored an employer mandate back in healthcarepublichealthbobbyjindalgovernor of louisianalouisianarepublicanan oped for politico magazinejsonmostlytruethere are more than  million americans living in poverty today  the largest number in  yearsmedicaidpovertykirkcoxhouse majority leadervirginiarepublicana speechjsonhalftruesince i introduced my budget  first budget  in march of  weve created  new privatesector jobs for the people of this statejobsstatebudgetchrischristiegovernor of new jerseynew jerseyrepublicana news conference in belmar jsonmostlytruescott walker cut school funding more per student than any governor in americachildreneducationmessagemachinestatebudgetstatestaxesgreaterwisconsinpoliticalfundwisconsinnonea tv adjsontruesays he would be first cpa to serve as texas comptrollerstatefinancesraultorresaccountant politiciantexasrepublicana campaign videojsonmostlytrueon donald trumps plan to cut federal funding to sanctuary cities because of a decision by the supreme court no presidents in a position to cut off funding across the board it has to be very specific to the matter at handcitybudgetcountybudgetfederalbudgethomelandsecurityimmigrationstatebudgetbilldeblasionew york city mayornew yorkdemocrata wnyc interviewjsonfalsethomas jefferson said that government is best which governs the least because its people discipline themselveselectionsjodyhicerepublicana facebook postjsonbarelytrueproposed gun control legislation will outlaw practically every firearm make you pay  per firearm put you into a police database and make it nearly impossible to get a permit to carry a concealed weaponcrimecriminaljusticegovernmentregulationgunsmarketregulationeddoyleadministrator rhode island chapter gun rights across americarhode islandactivista news release and facebook postjsonbarelytruesays donald trump thinks a grown man pretending to be a woman should be allowed to use the womens restroomcandidatesbiographycorrectionsandupdatesgaysandlesbianscampaignadvertisingtedcruzsenatortexasrepublicanan attack adjsonhalftruemccain has voted repeatedly at least six times against funding for global hivaids malaria and tb fund once as one of only  senators,1
the border patrol has  agents more than twice as many as there were in ,1
the fact is that red light cameras change driver behavior and cut down on the most dangerous types of accidents,1
under rick perrys watch as governor over six million texans have no health care coverage including one million children homeowners suffer from the highest insurance rates in the country and college tuition has skyrocketed  percent,1
georgias hope scholarship is still the richest scholarship program in america,1
abortions account for  percent of the services provided for pregnant women by planned parenthood,0
while charlie crist was governor utility costs went up  percent and went from below the national average to above the national average since i got elected utility rates have come down  percent and now we are below the average,0
bernie sanders opposesthe transpacific partnership and hillary clinton supportsit,1
on supporting right to work legislation in ,0
says the success of his economic agenda is supported by the fact we went from unemployment at  percent when i decided to run for governor four years ago to two points lower,0
in the patient protection and affordable care act it was the democrats who cut  billion from medicare and they also put in place the independent payment advisory board  unelected bureaucrats which will be making decisions about health care for our seniors and for all americans,0
were trailing every other state in the midwest in terms of job creation since january of ,1
potus economists stimulus has cost  per job,0
the education tax burden for shelby county  and tennessee  is one of the lowest in the country,1
says donald trumps conversion to prolife beliefs are akin to justin biebers who said in the past that abortion was no big deal to him,0
by the time i left the state department economic growth was up and opium production was down in afghanistan while infant mortality declined and school enrollment rose by more than sevenfold,1
we have the most productive workers in the world,1
before i was state treasurer my rhode island business helped create over  jobs,1
says bill white profiteered in the aftermath of hurricane rita,0
alabamas crimson tide will be the underdog in saturdays game against the georgia bulldogs the first time in  consecutive games that alabama has not been favored by oddsmakers to win,1
says rick scott took  in campaign contributions from a company that profited off pollution,1
in a lawsuit between private citizens a florida judge announced the decision was going to be based on islamic law,1
says democrats raised taxes over  times in the past  years making new jersey increasingly unaffordable and chasing jobs to neighboring states,1
metro on whether it could use bond money for restoration,0
roy barnes is like barack obama because theyre both doing a lot of apologizing,1
barack obama thinks terrorists just need a good talking to,0
the germans the french countries that opposed us in the iraq war all believed saddam hussein had weapons of mass destruction,0
the pope and donald trump and tammy baldwin all agree on eliminating the carriedinterest tax break,1
agriculture has always required a significant workforce from abroad,0
says jon huntsman supports changes in medicare that would deny guaranteed benefits to  new hampshire residents,1
across the united states  percent of voting age african americans do not have the photo id that this bill would require,1
says rick scott stripped women of access to public health care,1
a majority of americans agree with a ban on assault weapons and by the way so did ronald reagan,1
only  percent of young georgians have a college certificate or degree but soon  percent of jobs will require some college credential,1
texas has the lowest crime rate in this state since  because of changes in law regarding nonviolent drug offenders,1
says hjm  was the only bill not assigned to a house committee,0
says if you try to hide marijuana in a hemp field it becomes worthless the thc goes away,1
the texas senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through obamacare that includes the letter s for subsidy,0
said the year before he took office the state lost  privatesector jobs labeling them corzine jobs losses of ,1
says the state is required pick up  percent of the cost of k education,0
theres a loophole where you can sell guns without a background check  percent of guns are sold that way at gun shows and over the internet,1
illinois suffered  overdose deaths in   of which  percent were associated with heroin illinois is ranked number one in the nation for a decline in treatment capacity between  and  and is now ranked the third worst in the country for statefunded treatment capacity,1
the minimum wage has risen  in the last two years thats  percent,0
coloradocare would have higher revenues than mcdonalds,1
everywhere that we have more citizens carrying guns crime is less theres a study showing that where states have open carry or concealed carry but particularly open carry the crime is down  percent,0
weve seen  jobs created in the american auto industry since gm and chrysler emerged from bankruptcy,1
bill nelson voted to confirm sonia sotomayor who signed a supreme court opinion saying americans do not have an individual right to own firearms,1
the stupak amendment doesnt just say you cant use your federal insurance subsidy to pay for an abortion it says if youre getting a federal subsidy of any kind youre not allowed to buy an insurance plan that covers abortion even with your own money,0
says president barack obama already passed all these obamacare taxes about a dozen of them hit middleincome taxpayers,0
the music industry is the biggest export from africa after oil and gas,0
the presidents health care law raids medicare by more than  billion and creates a medicare rationing board a group of  unelected bureaucrats to slow the growth of medicare spending,0
congress used earmarks for more than  years,1
venezuela is a country whose defense budget is probably th of the united states,1
senator obama thinks we can achieve energy independence without more drilling and without more nuclear power,1
the average family is now bringing home  less than they did just five years ago,1
on the troubled asset relief program tarp,1
leticia van de putte opposed putting national guard troops on the border would send millions to central american governments instead and wrote the law giving instate tuition to illegal immigrants,1
says there are four super pacs on the republican side of the texas us senate race,1
unfortunately since mr fosters been mayor  there are less people employed in the city of st petersburg than there were prior to his taking office,0
says us rep ron kinds stimulus cost taxpayers  per job,0
when you read the koran it talks about dont take christians and jews as your friends,1
dan patrick called for increasing the gas tax and the state sales tax,1
congressman joe heck has voted  of the time with nancy pelosi and the democrats on a variety of important issues,0
chile ranks third internationally in economic freedom while the us ranks th,0
under the white houses budget proposal we will not be adding more to the national debt by the middle of the decade,0
bill mccollum said tax cuts dont work,0
the tax burden on virginia families was lower under tim kaine than under george allen,0
says charliecrist made it easier for duke to take your money,0
says a barack obama black imposter joke got a standing ovation at san angelo rodeo,0
already in wisconsin we have seen fewer people pursuing education as a career due to the act  collective bargaining law,0
saysmaggie hassan was out of state on  days over the last three months,1
gov kasich and the republicandominated legislature have foregone the popular option of closing tax loopholes that amount to  billion annually in this state,1
says his texas election fraud investigations have resulted in  convictions,1
miamidade county is the no  donor county in the state,0
we havent had a republican senator in washington for  why i think clifford case was our last republican senator,1
judging by a recent vote rep debbie wasserman schultz thinks its okay for medical marijuana patients to go to federal prison,0
federal prosecutions for lying on background checks to buy guns are down  percent under president barack obama,1
we havent yet taken out a negative ad,0
jane norton supported the largest tax hike in colorado history,1
here in florida ive slashed government by  percent thats  billion,0
over the past year  our  counties have hemorrhaged more than  jobs with no apparent end in sight,0
since president barack obama took office you have  employees just at the department of transportation earning over ,0
new jerseys governor cut  billion from public education while handing out  billion in corporate tax breaks more than the entire previous decade,1
even with recent changes the average hourly wage at general motors is still  an hour,0
us house opponent paul ryan supports cutting funding for veterans by  percent,0
since  the clean air act has reduced toxic and healththreatening air pollution by  percent while our economy has grown more than  percent,1
missouri is  in the nation for holding down tuition increases at public universities,1
the milwaukee business community did not speak about the facts  and in support of train manufacturer talgo  as the milwaukeemadison rail link was being killed,1
the us representatives that voted to keep militarizing the police received  percent more campaign money from the defense industry than the representatives who voted to stop it,1
we have never done business with donald trump,1
sen mccain says it was not a mistake to vote against the bush tax cuts  but now says the tax cuts need to be made permanent,1
during the reagan era while productivity increased wages for working people remained frozen,1
when you look at the earned income tax credit it has about a  percent fraud rate were looking at  billion to  billion,1
unemployment insurance kept more than  children out of poverty in ,1
 of the jobs created in texas under gov rick perry were government jobs,1
says  percent of food stamp benefits are paid in the proper amounts to people who are really eligible,1
to this day the cuban government is a regime that provides safe harbor to terrorists and fugitives,1
the senate has not passed a budget in more than three years not a good budget not a bad budget no budget,1
congress includes  people accused of spousal abuse  arrested for drunk driving in the past year  with terrible creditand more,0
says the initial portland plastic bag ban represented only a modest share of total singleuse checkout bag use,0
the bundy ranch deal is all about nevada sen harry reid using federal violence to take peoples land in his state so he can package it to resell it to the chinese,0
theres no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed,0
says wisconsin women facing pay discrimination cant do something about it under bill passed by republicans,0
under the new health care law if a landscaper wants to buy a new lawnmower or a restaurant needs a new icemaker they have to report that to the feds,1
says that president obama said if congress passed the economic stimulus bill we would have unemployment at  percent and no higher and it went higher,0
says charlie crist implemented jeb bushs a plan,1
we have  people who move to texas every day,1
by some estimates as few as  percent of the  central american children who have crossed the border illegally this year have been sent home,1
says city of portland has a onetime  million surplus,1
i never gave up custody of my children i never lost custody of my children,1
the new england journal of medicine released a survey the week that president obama signed obamacare stating that over  percent of american physicians would leave the profession if the government took over health care,0
you can buy lobster with food stamps,1
i cut more as a percentage out of government than any state in the country this past decade and where is michigan in terms of its economic growth cutting did not result in economic growth,1
the obama administration gave iran  million in ransom payment cash,0
i remember one of curt schillings teammates said he painted his sock the bloody sock,0
not one dime gets added to the deficit because of social security,0
the united states of america right now has the strongest most durable economy in the world,1
canada sets aside  percent of their visas for people with skills they think their country needs we set aside  percent,0
the federal health care law is probably the biggest tax increase ever in the history of our country,0
there are  fewer jobs today in this state than we had in ,1
on toll roads,1
says republicans supported legislation on early voting and inperson voting in ,1
chained cpi would save  trillion in the second decade off the federal budget debt a report shows,1
says austin is the largest city in america without a congressional district anchored in it,1
a president must obtain congress consent before formally accepting the nobel prize,0
when people enter the service theres not a mental health evaluation,1
road congestion costs rush hour drivers in austin and dallas more than  a year and in houston its even more  almost  a year,1
theres more murders with hammers last year thanshotguns and pistols and aks,0
uses headlines to portray gov rick perry as beholden to special interests,1
ms kagan has spent her entire professional career in harvard square hyde park and the dc beltway,1
her campaign and her supporters in her campaign were the ones that borne out the birther movement,1
because of voter fraud republican candidates need to do a point or two better to win statewide elections in wisconsin,0
nine million people have lowercost hivaids medicine because of the work of the clinton foundation and my husband,1
chris christie helped funnel  million in federal hurricane sandy money to a senior center in belleville nj a place that suffered no damage,1
massachusetts under gov mitt romney initially ranked last among states in job growth but by the end of his governorship we were in the middle of the pack,1
the federal budget bill reauthorizes the overseas private investment corporation which provides taxpayer dollars so that the four seasons hotel can build a resort in turkey,1
says that  million to  million undocumented immigrants live in the united states,0
ohioans want an end to paytoplay politics,0
we are the only industrialized nation that doesnt guarantee workers paid family leave,1
a single mother of two cant qualify for basic healthcare through medicaid if she makes more than  dollars a year,1
general motors is the largest corporation in the world again,0
a mailer from the obama campaign accurately indicates that hillary clinton would force uninsured people to buy insurance even if they cant afford it,1
says ohio treasurer josh mandel supports allowing the united states to default on its obligations,0
says mitt romney belittled middleclass tax cuts as nothing more than little bandaids,0
a referendum gives the people the chance to decide on cutting the milwaukee county board budget by twothirds,0
even among second and third generation muslims in the united states theres no real assimilation,0
hackers broke into virginias prescriptiondrug database and  obtained more than  million patient records and a total of nearly  million prescriptions,1
says ted cruz was just bribed by the kochs to introduce a bill that would give them and their allies americas national forests parks and other public lands and open them for mining drilling fracking and logging,0
the russian ruble is already going down,1
on subsidies for ethanol production,0
one out of five of our children live in a family thats on food stamps,1
says she brought together business labor and hospitals to give  oregon children health care,1
according to independent analysis unfair trade deals have resulted in the loss of over  jobs in wisconsin  but ron johnson favors those deals,1
ohio currently ranks th out of all states in income growth,1
we knew strom thurmond had proposed the amendment that blocked puerto ricos use of chapter  bankruptcy protection,1
in the four years before i became governor we increased state debt  billion weve paid it down  billion,1
says they said it was impossible to balance a budget at the same time with an  billion deficit and we did it,1
says bruce starr broke the law by letting lobbyists wine and dine him in maui,0
latina who enthusiastically supported donald trump on stage in las vegas in october  has been deported,0
john mccain is right on that one the lineitem veto is the best tool the president has to rein in excessive spending,1
in  the fbi referred more than  cases of people failing background checks when trying to buy a gun to another federal agency but us attorneys ultimately prosecuted only  of them,1
says barack obama is the first president in modern history not to have a single year of  percent growth,1
half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better,0
under conservative leadership congress has reduced the federal deficit by  percent nearly  billion,0
says patrick murphy never worked as a cpa and was never a small business owner,0
in  wall street gave scott brown more campaign contributions than any other candidate   million,1
 billion would be added to the deficit if we keep the cuts for people on the highest incomes,1
what i look at every month is how many more new jerseyans are back to work you have another  last month that are back to work and over almost  that are back to work now since i became governor,0
says newt gingrich cosponsored a bill with nancy pelosi that would have given  million a year to a un program supporting chinas brutal onechild policy,0
poor people go to a payday lenderand they pay    percent interest,1
other states have considered or have sunset advisory commissions the federal government has the ability too,1
under wisconsin law anyone who knows anything about a john doe secret criminal investigation cant talk about it,1
  following world war ii war crime trials were convened the japanese were tried and convicted and hung for war crimes committed against american pows among those charges for which they were convicted was waterboarding,1
on the economic crisis the biggest problem in this whole process was the deregulation of the financial system,1
texas high school graduation rate went from th in the country in  to second highest in the country in ,0
says the secret john doe criminal investigation of his campaign has been resolved and two judges have said it is over,0
obama came into office with a  trillion deficit before i had passed any law  we came in with  trillion worth of debt over the next decade,1
says daniel webster wants to make divorce illegal even for abused wives,1
says amanda fritz publicly claimed to be endorsed by naral prochoice oregon both on her website and in the voters guide,1
ill tell you what i can tell this country if they want a president who doesnt believe in god theres probably plenty of choices,0
drinking champagne could help prevent alzheimers and other forms of dementia,0
because of the health care act the people who have health care and like it in this county are not going to be able to keep what they have,0
ford is moving all of their smallcar production to mexico,1
right now in georgia nearly one in three leaving our prisons are reconvicted within three years,1
says kay hagan supports waivers for friends of obama and special treatment for congress and their staffs,0
says shes never said dont build texas  southwest,1
the department of homeland security is the only federal department not funded for this entire fiscal year by congress,1
if you are a member of union your median weekly income is roughly  more than if you are a nonunion member and that doesnt include benefits,1
for every dollar in the stimulus package that is spent to help small businesses  is being spent to help upkeep the grass on the lawns of washington,0
if sea levels rise six feet due to climate change waterplace park in providence and wickford village would be swamped,1
chinese tire imports threatened  american jobs so president obama stood up to china and protected american workers mitt romney attacked obamas decision,1
says the state of texas rates as unacceptable almost  of the states  public schools,1
the wisconsin economic development corporation is a proven job creator,1
says dan patrick proposed arizonastyle showmeyourpapers legislation,1
our texas graduation rate ranks rd out of  states,1
says that his transportation budget and ohio turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike,0
the war spending bill actually spends more money on the international monetary fund than on the war,0
north carolina has one of the fastest growing populations as well as the fastest growing economy in the country,1
says paul ryans budget relies on the same  billion in savings from medicare that mitt romney and other republicans have been attacking democrats about,1
says hillary clintons state department blocked investigation into orlando killers mosque,0
the madisonmilwaukee highspeed train line is dead,0
in february john mccain suggested the bergdahltaliban swap that he now calls outrageous and dangerous,1
says that in  oregon had the second fastest growing economy in the nation,1
robert hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it,0
sherrod brown supported president obamas  billion tax increase,0
i never favored cap and trade,0
the runnerup to caitlyn jenner for espns arthur ashe courage award was army veteran noah galloway who lost an arm and leg to a roadside bomb in iraq,0
every year the state loses  acres of land in bear country,1
caution kissing and cuddling chickens can be hazardous to your health,1
says connie mack is protecting chevron oil from a multibillion dollar lawsuit over pollution of rivers and rainforests,1
theyre paying a less rate of tax  these richest people in america  than they have in the last  years,1
the coalition of arab states against libyas moammar gadhafi is the biggest coalition against a fellow arab leader since the persian gulf war in ,1
the cbo says if we raise the minimum wage the way charlie crist wants to do it it would lose  jobs,1
the obama administration is using as its legal justification for these airstrikes on the islamic state an authorization for military force that the president himself has called for repeal of,1
florida is enjoying its lowest crime rate in  years,1
there has never been a panther attack in the history of florida,1
in this judicial race special interest groups have demanded money from me in exchange for endorsement and support,0
